Germany, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 04/02/2019
Year    Age        Exposure
1983     29       549496.91
1983     30       546502.53
1983     31       544383.18
1983     32       541214.65
1983     33       538117.65
1983     34       512955.86
1983     35       472826.55
1983     36       459677.86
1983     37       382592.93
1983     38       441104.00
1983     39       509421.83
1983     40       507838.33
1983     41       556429.17
1983     42       633205.00
1983     43       650790.67
1983     44       627264.00
1983     45       590175.17
1983     46       570705.00
1983     47       563462.67
1983     48       542221.00
1983     49       478902.33
1983     50       434550.33
1983     51       444978.33
1983     52       469934.67
1983     53       482986.00
1983     54       482004.00
1983     55       477893.00
1984     12       465056.65
1984     13       499810.33
1984     14       528165.81
1984     15       575471.62
1984     16       605224.77
1984     17       627152.92
1984     18       643538.90
1984     19       656082.58
1984     20       666917.99
1984     21       657485.50
1984     22       643706.24
1984     23       633857.35
1984     24       616132.72
1984     25       594910.01
1984     26       572513.63
1984     27       563533.16
1984     28       554015.24
1984     29       551423.16
1984     30       547948.31
1984     31       544639.84
1984     32       542419.07
1984     33       539082.11
1984     34       535473.13
1984     35       510401.71
1984     36       470176.37
1984     37       457158.93
1984     38       380553.93
1984     39       438911.50
1984     40       507491.50
1984     41       505879.67
1984     42       554424.67
1984     43       631178.67
1984     44       648584.00
1984     45       625128.83
1984     46       588159.33
1984     47       568693.17
1984     48       561373.50
1984     49       540182.00
1984     50       476856.17
1984     51       432547.50
1984     52       442981.00
1984     53       467674.17
1984     54       480549.83
1984     55       479546.67
1985     12       404709.39
1985     13       464123.99
1985     14       498970.22
1985     15       527593.17
1985     16       574722.50
1985     17       604900.37
1985     18       627981.11
1985     19       645007.27
1985     20       658002.32
1985     21       667898.65
1985     22       658215.10
1985     23       644523.55
1985     24       634394.30
1985     25       616549.83
1985     26       595259.12
1985     27       572418.50
1985     28       563358.84
1985     29       553533.53
1985     30       550714.02
1985     31       546898.39
1985     32       543427.21
1985     33       540938.77
1985     34       537260.40
1985     35       533610.16
1985     36       508185.70
1985     37       468163.78
1985     38       455343.63
1985     39       378805.43
1985     40       437349.50
1985     41       505850.33
1985     42       504201.33
1985     43       552843.50
1985     44       629306.67
1985     45       646728.33
1985     46       623234.00
1985     47       586339.83
1985     48       566834.33
1985     49       559488.00
1985     50       538185.50
1985     51       474889.50
1985     52       430681.17
1985     53       440948.33
1985     54       465449.67
1985     55       478179.17
1986     12       383551.77
1986     13       405296.97
1986     14       464868.46
1986     15       500009.77
1986     16       528471.81
1986     17       575724.08
1986     18       607131.53
1986     19       630985.20
1986     20       648577.50
1986     21       660544.02
1986     22       670435.19
1986     23       660521.85
1986     24       646533.96
1986     25       636158.07
1986     26       618181.00
1986     27       596588.14
1986     28       573621.30
1986     29       564515.56
1986     30       554418.41
1986     31       551289.91
1986     32       547447.54
1986     33       543587.78
1986     34       541141.32
1986     35       537223.19
1986     36       533354.46
1986     37       507875.67
1986     38       467942.79
1986     39       455059.23
1986     40       378476.48
1986     41       436902.33
1986     42       505333.83
1986     43       503621.33
1986     44       552135.00
1986     45       628365.50
1986     46       645626.00
1986     47       622072.67
1986     48       585110.50
